Star,Wesenheit Magnitude,Uncertainty in Wesenheit Magnitude,Log Period,Star Code
V002,23.63854,0.0825343564826188,-0.19044028536473223,0
V003,23.682920000000003,0.0825343564826188,-0.18375870000821692,1
V004,23.761560000000003,0.0825343564826188,-0.20342566678957033,2
V006,23.754500000000004,0.0825343564826188,-0.20273245916928356,3
V007,23.482879999999998,0.0825343564826188,-0.15119529894819625,4
V008,23.606059999999992,0.0825343564826188,-0.18508681872492605,5
V010,23.693199999999994,0.0825343564826188,-0.21752737583371382,6
V011,23.71,0.0825343564826188,-0.21681130892474243,7
V012,23.6115,0.0825343564826188,-0.22112552799726048,8
V013,23.643620000000006,0.0825343564826188,-0.18708664335714442,9
V014,23.546140000000005,0.0825343564826188,-0.18976748200491597,10
V015,23.614940000000004,0.0825343564826188,-0.1797985405143598,11
V016,23.746380000000002,0.0825343564826188,-0.21183162885883233,12
V023,23.64364000000001,0.0825343564826188,-0.19449914184159983,13
V024,23.599359999999994,0.0825343564826188,-0.12784372725170717,14
V025,23.63428,0.0825343564826188,-0.1979107421182673,15
V026,23.57410000000001,0.0825343564826188,-0.19314197048118265,16
V027,23.73446,0.0825343564826188,-0.22040350874217546,17
V028,23.75704,0.0825343564826188,-0.20901152491118416,18
V029,23.61766,0.0825343564826188,-0.18708664335714442,19
V030,23.582060000000002,0.0825343564826188,-0.2006594505464183,20
V031,23.712280000000007,0.0825343564826188,-0.22475374025976358,21
V032,23.714280000000006,0.0825343564826188,-0.2182446253475311,22
V035,23.572680000000002,0.0825343564826188,-0.2298847052128984,23
V036,23.729059999999997,0.0825343564826188,-0.21896306137886817,24
V037,23.638139999999996,0.0825343564826188,-0.18177410638604458,25
V038,23.71682,0.0825343564826188,-0.21112488422458328,26
V039,23.932820000000003,0.0825343564826188,-0.2732727909734278,27
V040,23.59592,0.0825343564826188,-0.1864190114318081,28
V041,23.664079999999995,0.0825343564826188,-0.2041199826559248,29
V042,23.72408,0.0825343564826188,-0.22112552799726048,30
V044,23.700960000000002,0.0825343564826188,-0.2395775165767879,31
V045,23.663640000000008,0.0825343564826188,-0.22548303427145044,32
V046,23.71711999999999,0.0825343564826188,-0.1938200260161128,33
V047,23.684899999999995,0.0825343564826188,-0.22257317761068865,34
V049,23.63154,0.0825343564826188,-0.21112488422458328,35
V050,23.608020000000003,0.0825343564826188,-0.20273245916928356,36
V051,23.636400000000002,0.0825343564826188,-0.18508681872492605,37
V053,23.633839999999992,0.0825343564826188,-0.19044028536473223,38
V054,23.69588000000001,0.0825343564826188,-0.22694530663573742,39
V055,23.578920000000004,0.0825343564826188,-0.16557929631846746,40
V056,23.588359999999994,0.0825343564826188,-0.19517932127883766,41
V059,23.701199999999996,0.0825343564826188,-0.22112552799726048,42
V062,23.506079999999994,0.0825343564826188,-0.149966742310231,43
V065,23.776920000000004,0.0825343564826188,-0.25258819211357675,44
V066,23.643559999999994,0.0825343564826188,-0.1857524042680798,45
V067,23.629420000000003,0.0825343564826188,-0.19928292171761497,46
V069,23.651920000000004,0.0825343564826188,-0.22841251911874466,47
V070,23.704059999999995,0.0825343564826188,-0.24412514432750865,48
V071,23.689579999999996,0.0825343564826188,-0.2196826878598487,49
V074,23.632979999999996,0.0825343564826188,-0.22767829327708017,50
V076,23.574539999999992,0.0825343564826188,-0.18375870000821692,51
V077,23.585420000000003,0.0825343564826188,-0.17392519729917355,52
V078,23.69696,0.0825343564826188,-0.22112552799726048,53
V079,23.69954,0.0825343564826188,-0.208309350979882,54
V080,23.78088,0.0825343564826188,-0.20901152491118416,55
V082,23.675820000000005,0.0825343564826188,-0.1890957193312996,56
V083,23.781040000000004,0.0825343564826188,-0.2479515521805615,57
V084,23.546299999999995,0.0825343564826188,-0.17587416608345102,58
V085,23.691920000000003,0.0825343564826188,-0.2062096153091813,59
V087,23.728199999999994,0.0825343564826188,-0.21896306137886817,60
V088,23.64936,0.0825343564826188,-0.20134935455473107,61
V089,23.66776,0.0825343564826188,-0.22329881601158919,62
V090,23.553479999999993,0.0825343564826188,-0.1911141326401879,63
V091,23.742659999999994,0.0825343564826188,-0.2218487496163564,64
V092,23.82536000000001,0.0825343564826188,-0.23358715288760054,65
V093,23.642799999999998,0.0825343564826188,-0.20760831050174613,66
V094,23.609420000000004,0.0825343564826188,-0.18375870000821692,67
V096,23.661120000000004,0.0825343564826188,-0.21041928783557454,68
V097,23.61908,0.0825343564826188,-0.1917890270757779,69
V098,23.655640000000002,0.0825343564826188,-0.21112488422458328,70
V099,23.65451999999999,0.0825343564826188,-0.1938200260161128,71
V100,23.42412,0.0825343564826188,-0.19044028536473223,72
V101,23.690600000000003,0.0825343564826188,-0.2182446253475311,73
V102,23.71116,0.0825343564826188,-0.21752737583371382,74
V104,23.755140000000004,0.0825343564826188,-0.22402566887063094,75
V106,23.66166,0.0825343564826188,-0.1985962899826449,76
V107,23.65128,0.0825343564826188,-0.20204035626280387,77
V108,23.807040000000004,0.0825343564826188,-0.22694530663573742,78
V109,23.734480000000005,0.0825343564826188,-0.20204035626280387,79
V110,23.730999999999998,0.0825343564826188,-0.22112552799726048,80
V111,23.803539999999995,0.0825343564826188,-0.22694530663573742,81
V112,23.710759999999993,0.0825343564826188,-0.208309350979882,82
V114,23.665660000000006,0.0825343564826188,-0.22402566887063094,83
