Star,Wesenheit Magnitude,Uncertainty in Wesenheit Magnitude,Log Period,Star Code
V01,21.758265613607552,0.0825343564826188,-0.15720042387691696,0
V04,21.937738533848034,0.0825343564826188,-0.20641612883610014,1
V06,21.90034801360755,0.0825343564826188,-0.18741750130527,2
V07,21.90876136030094,0.0825343564826188,-0.24085815886792297,3
V08,22.105366387154643,0.0825343564826188,-0.2680479169915962,4
V12,21.91903544046126,0.0825343564826188,-0.18078190752598883,5
V13,22.121919000381098,0.0825343564826188,-0.2684578091492101,6
V14,22.07219308054142,0.0825343564826188,-0.24401003345036307,7
V15,21.973505653687713,0.0825343564826188,-0.22702873141260407,8
V16,22.019546853687714,0.0825343564826188,-0.24098431303252607,9
V18,21.936678960300938,0.0825343564826188,-0.20990837592967393,10
V19,21.967975866914166,0.0825343564826188,-0.2148830214394558,11
V26,21.681149173527395,0.0825343564826188,-0.2026485175353003,12
V27,21.935603720220776,0.0825343564826188,-0.1942877550892083,13
V28,22.037960200381097,0.0825343564826188,-0.21930034576483537,14
V29,21.83034801360755,0.0825343564826188,-0.14172676766006922,15
V31,21.898761360300934,0.0825343564826188,-0.1860514510123573,16
V32,21.815893466914165,0.0825343564826188,-0.14877150240640735,17
V33,22.200316680541416,0.0825343564826188,-0.2737357690639704,18
V35,21.969546853687714,0.0825343564826188,-0.21576939442284632,19
V41,22.126663293767876,0.0825343564826188,-0.2320540658503766,20
V43,22.08398573384803,0.0825343564826188,-0.2554691981793857,21
V44,21.774528480140614,0.0825343564826188,-0.12687054144149576,22
V45,22.007174706994327,0.0825343564826188,-0.23992063916937137,23
V46,21.68582538675384,0.0825343564826188,-0.19989418137433565,24
V47,22.17320024046126,0.0825343564826188,-0.19982530375452395,25
V48,21.987174706994328,0.0825343564826188,-0.2303117624413317,26
V49,21.830927506994325,0.0825343564826188,-0.15891777800226073,27
V50,21.962704493767877,0.0825343564826188,-0.1969813606553729,28
V51,21.904017066914165,0.0825343564826188,-0.2097914953562329,29
V54,21.93063776030094,0.0825343564826188,-0.2156857495174544,30
V55,21.887532533848027,0.0825343564826188,-0.20588778412495287,31
V59,21.907258453687714,0.0825343564826188,-0.2254801146544952,32
V64,21.959546853687712,0.0825343564826188,-0.23358425264303895,33
V65,21.89538205368771,0.0825343564826188,-0.1909761783870444,34
V68,21.643025573527396,0.0825343564826188,-0.14284548013192255,35
V69,22.135862133848033,0.0825343564826188,-0.26826139281116645,36
