Star,Wesenheit Magnitude,Uncertainty in Wesenheit Magnitude,Log Period,Star Code
V001,23.9737,0.0825343564826188,-0.2984320149440726,0
V002,23.73106000000001,0.0825343564826188,-0.20901152491118416,1
V003,23.802260000000008,0.0825343564826188,-0.23136189875238547,2
V005,23.76686,0.0825343564826188,-0.2620126736665692,3
V007,23.65874,0.0825343564826188,-0.20134935455473107,4
V010,23.74544,0.0825343564826188,-0.2395775165767879,5
V011,23.73882,0.0825343564826188,-0.21538270736712464,6
V012,23.8517,0.0825343564826188,-0.2652001704111531,7
V013,23.757300000000008,0.0825343564826188,-0.21609642072726507,8
V014,24.03544,0.0825343564826188,-0.28567024025476695,9
V015,23.775340000000003,0.0825343564826188,-0.20690839982341983,10
V017,23.635380000000005,0.0825343564826188,-0.16941133131485567,11
V018,23.698719999999998,0.0825343564826188,-0.22112552799726048,12
V019,23.55868,0.0825343564826188,-0.14327110961711734,13
V020,23.705680000000005,0.0825343564826188,-0.1911141326401879,14
V023,23.579260000000005,0.0825343564826188,-0.11747546204511952,15
V024,23.805139999999998,0.0825343564826188,-0.1979107421182673,16
V025,23.813300000000005,0.0825343564826188,-0.23210238398190938,17
V028,23.732040000000005,0.0825343564826188,-0.21896306137886817,18
V029,23.816740000000006,0.0825343564826188,-0.20760831050174613,19
V031,23.76678,0.0825343564826188,-0.20481541031757602,20
V032,23.646279999999997,0.0825343564826188,-0.21183162885883233,21
V034,23.740979999999997,0.0825343564826188,-0.22621355501880647,22
V035,23.65302,0.0825343564826188,-0.23210238398190938,23
V036,23.730579999999996,0.0825343564826188,-0.21609642072726507,24
V038,23.594719999999995,0.0825343564826188,-0.1804560644581313,25
V039,23.67588000000001,0.0825343564826188,-0.14387555575769967,26
V040,23.841320000000003,0.0825343564826188,-0.21041928783557454,27
V041,23.74864,0.0825343564826188,-0.22475374025976358,28
V042,23.864759999999997,0.0825343564826188,-0.22841251911874466,29
V043,23.87486000000001,0.0825343564826188,-0.2564902352715703,30
V046,23.74037999999999,0.0825343564826188,-0.19449914184159983,31
V047,23.804759999999998,0.0825343564826188,-0.24412514432750865,32
V048,23.91524,0.0825343564826188,-0.25414480482627105,33
V049,23.713700000000003,0.0825343564826188,-0.21538270736712464,34
V050,23.859020000000008,0.0825343564826188,-0.24641694110709336,35
V051,23.59838,0.0825343564826188,-0.14327110961711734,36
V053,23.845320000000005,0.0825343564826188,-0.22112552799726048,37
V056,23.66018,0.0825343564826188,-0.21112488422458328,38
V058,23.9516,0.0825343564826188,-0.2732727909734278,39
V059,23.6407,0.0825343564826188,-0.1824346304402192,40
V063,23.64811999999999,0.0825343564826188,-0.23136189875238547,41
V064,23.675079999999994,0.0825343564826188,-0.1972262747080243,42
V065,23.92608,0.0825343564826188,-0.2549252084179425,43
V066,23.761139999999994,0.0825343564826188,-0.22841251911874466,44
V068,23.66772,0.0825343564826188,-0.20134935455473107,45
V069,23.615579999999994,0.0825343564826188,-0.208309350979882,46
V070,23.92114,0.0825343564826188,-0.2557070168773237,47
V071,23.970979999999994,0.0825343564826188,-0.2395775165767879,48
V072,23.711979999999997,0.0825343564826188,-0.20273245916928356,49
V073,23.662599999999994,0.0825343564826188,-0.1985962899826449,50
V076,23.671860000000006,0.0825343564826188,-0.14874165128092473,51
V079,23.76928,0.0825343564826188,-0.21609642072726507,52
V080,23.76622,0.0825343564826188,-0.21609642072726507,53
V081,23.826359999999998,0.0825343564826188,-0.2502636844309389,54
V082,23.86875999999999,0.0825343564826188,-0.2628073572952627,55
V086,23.664799999999996,0.0825343564826188,-0.19314197048118265,56
V089,23.86036000000001,0.0825343564826188,-0.23732143627256383,57
V091,23.869320000000005,0.0825343564826188,-0.2410881076020265,58
V093,23.612679999999997,0.0825343564826188,-0.15304467498017607,59
V094,23.748319999999996,0.0825343564826188,-0.2298847052128984,60
V095,23.72894000000001,0.0825343564826188,-0.18842499412940666,61
V096,23.783079999999995,0.0825343564826188,-0.2732727909734278,62
V097,22.88741999999999,0.0825343564826188,-0.1979107421182673,63
V100,23.794860000000007,0.0825343564826188,-0.22621355501880647,64
V101,23.632119999999997,0.0825343564826188,-0.17914201056030005,65
V103,23.626140000000003,0.0825343564826188,-0.14387555575769967,66
V104,23.37765999999999,0.0825343564826188,-0.149966742310231,67
V105,23.714300000000005,0.0825343564826188,-0.18309616062433978,68
V106,23.758059999999997,0.0825343564826188,-0.22621355501880647,69
V108,23.86326,0.0825343564826188,-0.2479515521805615,70
V109,23.698780000000003,0.0825343564826188,-0.19928292171761497,71
V110,23.80045999999999,0.0825343564826188,-0.21324857785443882,72
V111,23.79786,0.0825343564826188,-0.20971483596675833,73
V112,23.7517,0.0825343564826188,-0.21896306137886817,74
V114,23.887099999999997,0.0825343564826188,-0.28483264215154214,75
V115,23.844700000000003,0.0825343564826188,-0.28735029837278864,76
V116,23.9001,0.0825343564826188,-0.26680273489343054,77
V120,23.922500000000007,0.0825343564826188,-0.28232949699773785,78
V121,23.864399999999996,0.0825343564826188,-0.23284413391781958,79
