Star,Wesenheit Magnitude,Uncertainty in Wesenheit Magnitude,Log Period,Star Code
V00030,22.69142900000001,0.08610667918344082,-0.2596373105057561,0
V01828,22.501164999999993,0.08610667918344082,-0.2388241868442685,1
V01851,22.252262000000005,0.08610667918344082,-0.1824346304402192,2
V01852,22.689392999999995,0.08610667918344082,-0.2596373105057561,3
V01862,22.395139999999994,0.08610667918344082,-0.2218487496163564,4
V01867,22.245738999999997,0.08610667918344082,-0.19246497193114673,5
V01868,22.517428999999996,0.08610667918344082,-0.2433638917541519,6
V01870,22.508495,0.08610667918344082,-0.22841251911874466,7
V01904,22.393155,0.08610667918344082,-0.22841251911874466,8
V01909,22.298521,0.08610667918344082,-0.16241156176448873,9
V01926,22.335668000000005,0.08610667918344082,-0.24033215531036956,10
V08484,22.663580999999997,0.08610667918344082,-0.27736607746618774,11
V08486,22.453083999999997,0.08610667918344082,-0.22329881601158919,12
V08503,22.541028000000004,0.08610667918344082,-0.23358715288760054,13
V08517,22.31673400000001,0.08610667918344082,-0.24033215531036956,14
V08519,22.642717999999988,0.08610667918344082,-0.26760624017703144,15
V08535,22.623226000000003,0.08610667918344082,-0.2596373105057561,16
V08547,22.506286999999993,0.08610667918344082,-0.28399665636520083,17
V08548,22.619763999999993,0.08610667918344082,-0.27818938478745336,18
V13413,22.76258599999999,0.08610667918344082,-0.2596373105057561,19
V13419,22.246125,0.08610667918344082,-0.21896306137886817,20
V13428,22.323790000000002,0.08610667918344082,-0.1985962899826449,21
V00220,22.694957,0.08610667918344082,-0.14813039927023372,22
V00221,22.878915999999997,0.08610667918344082,-0.1938200260161128,23
V00230,22.701987,0.08610667918344082,-0.2479515521805615,24
V04487,21.932886000000003,0.08610667918344082,-0.25181197299379954,25
V04565,22.28802299999999,0.08610667918344082,-0.14508697769214446,26
V04641,22.475637000000006,0.08610667918344082,-0.22841251911874466,27
V04663,22.237667999999992,0.08610667918344082,-0.25414480482627105,28
V04666,22.422687999999997,0.08610667918344082,-0.21112488422458328,29
